problem,treatment,num_tests,dilution,finished,solution_found,first_gen_found,max_gen,max_score,max_actual_score,solved_all_training,overfit_prog_id,replicate_id,seed,directory,behavioral_diversity,unique_behavioral_diversity,num_taxa,total_orgs,ave_depth,num_roots,mrca_depth,diversity,mrca_changes,mean_evolutionary_distinctiveness,min_evolutionary_distinctiveness,max_evolutionary_distinctiveness,variance_evolutionary_distinctiveness,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,variance_pairwise_distance,current_phylogenetic_diversity,tree_size,num_sparse_taxa,mean_sparse_pairwise_distances,sum_sparse_pairwise_distances,variance_sparse_pairwise_distances
grade,cohort,50,0_00000,False,True,380,379,100,100,True,-1,5,722105,grade/cohort/100/0_00000/722105/,3.82266,182.0,1984,2000,365.308,1,255,10.9502,5,3.37782,1.07231,32.6667,3.9503,198.103,1,227,2787.8,6052,6053,2647,17,34200600,13
grade,cohort,50,0_00000,False,True,559,558,99,99,True,-1,6,722106,grade/cohort/100/0_00000/722106/,5.8459,262.0,1960,2000,518.276,1,504,10.9035,4,1.94969,0.0225029,15.0006,1.21708,21.288,1,32,86.3382,3312,3313,2260,10,20168131,17
grade,cohort,50,0_00000,False,True,440,439,100,100,True,-1,7,722107,grade/cohort/100/0_00000/722107/,5.52056,242.0,1976,2000,428.435,1,419,10.9402,5,1.60048,0.0113094,5.0303,0.448242,6.91706,1,20,25.3504,2719,2720,2160,5,9858536,2
grade,cohort,50,0_00000,True,False,-1,600,94,94,False,-1,8,722108,grade/cohort/100/0_00000/722108/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,True,False,-1,600,95,95,False,-1,9,722109,grade/cohort/100/0_00000/722109/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,False,True,358,357,96,96,True,-1,10,722110,grade/cohort/100/0_00000/722110/,7.14698,364.0,1967,2000,342.935,1,137,10.9186,5,2.30279,0.121048,52.4286,7.52653,35.6838,1,413,2510.97,3627,3628,2279,11,21331376,24
grade,cohort,50,0_00000,False,True,478,477,100,100,True,-1,11,722111,grade/cohort/100/0_00000/722111/,5.20952,260.0,1978,2000,458.24,1,279,10.9438,7,3.01799,0.383607,25.36,3.78592,211.422,1,360,16434.1,5310,5311,2481,17,34603711,21
grade,cohort,50,0_00000,False,True,331,330,93,93,True,-1,12,722112,grade/cohort/100/0_00000/722112/,7.83104,432.0,1952,2000,303.805,1,46,10.9097,2,2.7777,0.40974,18.8633,2.16219,307.66,1,524,49430,4242,4243,2321,16,30541618,27
grade,cohort,50,0_00000,True,False,-1,600,93,93,False,-1,13,722113,grade/cohort/100/0_00000/722113/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,True,False,-1,600,92,92,False,-1,14,722114,grade/cohort/100/0_00000/722114/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,True,False,-1,600,89,89,False,-1,15,722115,grade/cohort/100/0_00000/722115/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,True,False,-1,600,94,94,False,-1,16,722116,grade/cohort/100/0_00000/722116/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,False,True,426,425,97,97,True,-1,17,722117,grade/cohort/100/0_00000/722117/,7.20201,358.0,1963,2000,385.916,1,200,10.9146,2,2.73004,0.137241,15.3792,4.2718,110.838,1,367,6764.95,4314,4315,2309,13,25937890,44
grade,cohort,50,0_00000,True,False,-1,600,100,100,False,-1,18,722118,grade/cohort/100/0_00000/722118/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,True,False,-1,600,89,89,False,-1,19,722119,grade/cohort/100/0_00000/722119/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,True,False,-1,600,94,94,False,-1,20,722120,grade/cohort/100/0_00000/722120/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,True,False,-1,600,76,76,False,-1,21,722121,grade/cohort/100/0_00000/722121/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,True,False,-1,600,92,92,False,-1,22,722122,grade/cohort/100/0_00000/722122/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,False,True,582,581,100,100,True,-1,23,722123,grade/cohort/100/0_00000/722123/,4.67706,211.0,1973,2000,553.393,1,544,10.9396,6,1.62375,0.221906,3.01483,0.38314,10.5085,1,20,40.699,2897,2898,2239,6,12261674,2
grade,cohort,50,0_00000,True,False,-1,600,89,89,False,-1,24,722124,grade/cohort/100/0_00000/722124/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,False,True,582,581,100,100,True,-1,25,722125,grade/cohort/100/0_00000/722125/,6.39385,336.0,1981,2000,556.033,1,113,10.9437,4,2.69178,0.377437,46.5134,5.78597,431.399,1,891,182975,4493,4494,2216,12,23746442,59
grade,cohort,50,0_00000,False,True,287,286,100,100,True,-1,26,722126,grade/cohort/100/0_00000/722126/,5.6274,255.0,1969,2000,269.253,1,234,10.9247,5,2.52281,0.0544459,11.925,2.11425,59.1337,1,76,514.997,4102,4103,2493,14,28061218,22
grade,cohort,50,0_00000,False,True,563,562,95,95,True,-1,27,722127,grade/cohort/100/0_00000/722127/,7.78059,440.0,1963,2000,508.031,1,28,10.9087,2,3.21275,0.356977,86.2393,12.9445,180.927,1,981,35024.8,5047,5048,2371,15,30457354,28
grade,cohort,50,0_00000,True,False,-1,600,95,95,False,-1,28,722128,grade/cohort/100/0_00000/722128/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,False,True,260,259,95,95,True,-1,29,722129,grade/cohort/100/0_00000/722129/,7.31614,397.0,1977,2000,250.648,1,152,10.9272,6,2.65088,0.0695491,30.8801,5.91638,81.7158,1,196,6044.81,4245,4246,2352,11,22728198,59
grade,cohort,50,0_00000,False,True,282,281,99,99,True,-1,30,722130,grade/cohort/100/0_00000/722130/,5.46376,242.0,1976,2000,274.404,1,97,10.9288,4,2.37269,0.0975831,91.5,21.4824,31.2626,1,353,4024.4,3825,3826,2153,5,11703716,11
grade,cohort,50,0_00000,False,True,292,291,90,90,True,-1,31,722131,grade/cohort/100/0_00000/722131/,6.0808,255.0,1981,2000,285.041,1,64,10.9371,4,2.70028,0.146113,54.093,10.2891,85.4341,1,428,8016.63,4381,4382,2413,13,26081746,28
grade,cohort,50,0_00000,False,True,502,501,100,100,True,-1,32,722132,grade/cohort/100/0_00000/722132/,4.57419,203.0,1955,2000,484.454,1,482,10.9094,3,1.38722,0.00562852,2.00228,0.246921,4.44631,1,6,1.26582,2437,2438,1956,4,8492604,1
grade,cohort,50,0_00000,False,True,446,445,87,87,True,-1,33,722133,grade/cohort/100/0_00000/722133/,7.37284,396.0,1978,2000,424.445,1,90,10.937,4,3.17465,0.274037,29.5406,9.19114,315.867,1,675,68917.8,5215,5216,2363,14,28594195,39
grade,cohort,50,0_00000,False,True,216,215,100,100,True,-1,34,722134,grade/cohort/100/0_00000/722134/,4.78092,161.0,1941,2000,206.421,1,37,10.8764,3,2.25256,0.0946328,32.3778,9.46119,19.7607,1,347,3521.88,3428,3429,2146,5,9865914,7
grade,cohort,50,0_00000,False,True,465,464,93,93,True,-1,35,722135,grade/cohort/100/0_00000/722135/,8.17286,494.0,1974,2000,441.887,1,37,10.9236,2,2.72468,0.252962,25.5615,4.58453,110.906,1,816,49345.9,4304,4305,2374,14,29116897,23
grade,cohort,50,0_00000,False,True,499,498,100,100,True,-1,36,722136,grade/cohort/100/0_00000/722136/,5.23553,231.0,1968,2000,468.224,1,189,10.9131,4,2.97888,0.188195,23.2,6.66253,78.8733,1,571,13997.8,4929,4930,2448,11,21615397,10
grade,cohort,50,0_00000,True,False,-1,600,92,92,False,-1,37,722137,grade/cohort/100/0_00000/722137/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,False,True,445,444,96,96,True,-1,38,722138,grade/cohort/100/0_00000/722138/,7.2373,370.0,1968,2000,423.29,1,169,10.9205,9,2.79741,0.242404,21.3984,3.14027,164.412,1,526,14469,4452,4453,2343,14,28141207,22
grade,cohort,50,0_00000,False,True,524,523,100,100,True,-1,39,722139,grade/cohort/100/0_00000/722139/,5.40976,229.0,1968,2000,489.869,1,419,10.9225,7,2.43463,0.0584928,25.2598,2.81333,30.0096,1,141,820.716,4111,4112,2477,10,19916062,8
grade,cohort,50,0_00000,True,False,-1,600,100,100,False,-1,40,722140,grade/cohort/100/0_00000/722140/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,False,True,575,574,99,99,True,-1,41,722141,grade/cohort/100/0_00000/722141/,5.09583,204.0,1967,2000,554.347,1,67,10.9123,2,2.62374,0.26292,103.3,37.2448,26.2261,1,973,11005,4171,4172,2232,6,12302846,6
grade,cohort,50,0_00000,True,False,-1,600,95,95,False,-1,42,722142,grade/cohort/100/0_00000/722142/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,False,True,392,391,99,99,True,-1,43,722143,grade/cohort/100/0_00000/722143/,5.90831,294.0,1964,2000,380.341,1,173,10.9021,7,3.3892,0.157569,88.8183,10.7622,162.98,1,419,30060.2,5613,5614,2507,14,27044661,26
grade,cohort,50,0_00000,False,True,173,172,100,100,True,-1,44,722144,grade/cohort/100/0_00000/722144/,5.07311,234.0,1973,2000,172.696,1,131,10.9275,4,2.65776,0.0636366,15.1395,3.16771,59.3583,1,86,722.449,4376,4377,2511,13,26268514,22
grade,cohort,50,0_00000,True,False,-1,600,91,91,False,-1,45,722145,grade/cohort/100/0_00000/722145/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,False,True,474,473,94,94,True,-1,46,722146,grade/cohort/100/0_00000/722146/,6.32478,310.0,1918,2000,409.334,1,86,10.8189,2,3.36605,0.257943,41.412,9.11263,156.669,1,680,34660.3,5066,5067,2377,14,27031526,27
grade,cohort,50,0_00000,True,False,-1,600,93,93,False,-1,47,722147,grade/cohort/100/0_00000/722147/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,True,False,-1,600,88,88,False,-1,48,722148,grade/cohort/100/0_00000/722148/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,50,0_00000,False,True,470,469,100,100,True,-1,49,722149,grade/cohort/100/0_00000/722149/,5.17525,244.0,1974,2000,432.308,1,286,10.9402,8,2.80768,0.692761,27.1562,2.07143,99.2122,1,297,2797.02,4926,4927,2567,18,36782133,19
grade,cohort,25,0_00000,True,False,-1,1200,50,50,False,-1,0,723100,grade/cohort/50/0_00000/723100/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,25,0_00000,False,True,422,421,50,50,True,-1,1,723101,grade/cohort/50/0_00000/723101/,5.73182,278.0,1948,2000,401.505,1,331,10.9068,8,2.05576,0.0758903,50.014,2.46329,46.6215,1,146,1067.38,3225,3226,2209,12,23614906,16
grade,cohort,25,0_00000,False,True,820,819,50,50,True,-1,2,723102,grade/cohort/50/0_00000/723102/,5.1479,204.0,1920,2000,743.521,1,177,10.8624,3,3.28482,0.34019,107.306,68.1355,74.0941,1,1158,51721.1,5124,5125,2062,6,11488525,11
grade,cohort,25,0_00000,False,True,315,314,48,48,True,-1,3,723103,grade/cohort/50/0_00000/723103/,6.22123,249.0,1967,2000,294.979,1,263,10.9269,4,2.35297,0.081323,17.0149,1.80691,45.6663,1,67,224.926,3881,3882,2417,13,26307818,9
grade,cohort,25,0_00000,True,False,-1,1200,50,50,True,0,4,723104,grade/cohort/50/0_00000/723104/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,25,0_00000,False,True,251,250,50,50,True,-1,5,723105,grade/cohort/50/0_00000/723105/,6.54603,302.0,1972,2000,239.281,1,46,10.9332,3,2.31117,0.115317,18.7478,4.48519,55.8417,1,395,8392.33,3571,3572,2178,8,15761940,16
grade,cohort,25,0_00000,True,False,-1,1200,49,49,False,-1,6,723106,grade/cohort/50/0_00000/723106/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,25,0_00000,True,False,-1,1200,49,49,False,-1,7,723107,grade/cohort/50/0_00000/723107/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,25,0_00000,False,True,347,346,49,49,True,-1,8,723108,grade/cohort/50/0_00000/723108/,5.24856,189.0,1967,2000,334.065,1,53,10.9236,1,2.7148,0.175512,64.8821,15.2811,97.4358,1,570,23200.1,4316,4317,2261,9,18650462,39
grade,cohort,25,0_00000,False,True,1048,1047,50,50,True,-1,9,723109,grade/cohort/50/0_00000/723109/,5.7531,279.0,1970,2000,998.347,1,985,10.9366,5,1.61095,0.00800972,10.0026,0.672068,6.67952,1,28,28.5025,3209,3210,2076,5,10255246,2
grade,cohort,25,0_00000,True,False,-1,1200,50,50,False,-1,10,723110,grade/cohort/50/0_00000/723110/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,25,0_00000,False,True,716,715,50,50,True,-1,11,723111,grade/cohort/50/0_00000/723111/,6.16269,315.0,1977,2000,667.463,1,357,10.9378,5,2.27296,0.193598,33.8115,4.62535,38.6526,1,633,14159.5,3791,3792,2289,8,17260976,4
grade,cohort,25,0_00000,False,True,240,239,50,50,True,-1,12,723112,grade/cohort/50/0_00000/723112/,4.55231,195.0,1965,2000,233.431,1,83,10.9203,1,1.74585,0.0801715,57.3333,4.97165,9.57401,1,300,456.928,2598,2599,2071,5,9893158,2
grade,cohort,25,0_00000,False,True,269,268,50,50,True,-1,13,723113,grade/cohort/50/0_00000/723113/,6.23696,288.0,1981,2000,243.387,1,144,10.9448,4,1.97955,0.0741424,58.0239,2.86717,14.6865,1,203,589.805,3145,3146,2352,8,16139918,3
grade,cohort,25,0_00000,False,True,116,115,50,50,True,-1,14,723114,grade/cohort/50/0_00000/723114/,5.68215,235.0,1969,2000,114.399,1,101,10.9251,4,1.66943,0.0148591,7.00357,0.592122,10.406,1,26,15.9685,2487,2488,2176,7,14744030,5
grade,cohort,25,0_00000,False,True,541,540,49,49,True,-1,15,723115,grade/cohort/50/0_00000/723115/,5.95657,282.0,1958,2000,522.473,1,147,10.9096,3,2.58027,0.210738,31.4556,10.1603,77.0781,1,756,35142,4125,4126,2159,7,15310942,21
grade,cohort,25,0_00000,False,True,417,416,50,50,True,-1,16,723116,grade/cohort/50/0_00000/723116/,4.52458,213.0,1978,2000,401.981,1,346,10.9446,12,2.83085,0.696122,22.1007,1.87255,100.435,1,116,533.56,4981,4982,2590,18,35597511,19
grade,cohort,25,0_00000,False,True,582,581,50,50,True,-1,17,723117,grade/cohort/50/0_00000/723117/,5.16492,222.0,1948,2000,528.004,1,31,10.9096,3,3.29961,0.315079,78.7603,28.7812,174.738,1,987,75408.1,5223,5224,2222,10,19091122,22
grade,cohort,25,0_00000,False,True,120,119,50,50,True,-1,18,723118,grade/cohort/50/0_00000/723118/,5.74736,243.0,1967,2000,116.303,1,76,10.9213,6,1.70916,0.0246565,22.5,1.01116,9.12173,1,79,27.4887,2402,2403,2115,7,14726234,6
grade,cohort,25,0_00000,False,True,1169,1168,50,50,True,-1,19,723119,grade/cohort/50/0_00000/723119/,4.96558,179.0,1974,2000,1130.34,1,79,10.9378,2,3.67862,0.566257,288.25,166.832,50.3264,1,2105,55661.8,6286,6287,2333,8,16692224,9
grade,cohort,25,0_00000,False,True,638,637,49,49,True,-1,20,723120,grade/cohort/50/0_00000/723120/,6.45351,284.0,1969,2000,557.169,1,293,10.9276,4,2.63293,0.252636,9.45455,1.99406,179.88,1,527,20780,4289,4290,2295,14,28660314,17
grade,cohort,25,0_00000,False,True,712,711,50,50,True,-1,21,723121,grade/cohort/50/0_00000/723121/,5.4265,259.0,1987,2000,685.876,1,59,10.9532,1,3.10263,0.367829,79.6,36.5255,100.597,1,1270,52507.9,5197,5198,2156,6,13386320,13
grade,cohort,25,0_00000,False,True,392,391,50,50,True,-1,22,723122,grade/cohort/50/0_00000/723122/,5.61074,246.0,1960,2000,373.233,1,72,10.9155,1,2.64794,0.191697,24.4822,3.89606,114.757,1,598,35548.1,4200,4201,2337,9,18011680,15
grade,cohort,25,0_00000,False,True,268,267,48,48,True,-1,23,723123,grade/cohort/50/0_00000/723123/,6.82486,321.0,1957,2000,258.63,1,193,10.9127,5,2.45955,0.0890652,12.6315,2.49409,93.3215,1,136,2248.24,4024,4025,2375,15,30282672,29
grade,cohort,25,0_00000,False,True,397,396,50,50,True,-1,24,723124,grade/cohort/50/0_00000/723124/,4.91325,198.0,1973,2000,389.877,1,313,10.9368,6,2.65286,0.0783464,50.0159,3.75974,52.4486,1,157,2023.64,4584,4585,2521,11,22815304,8
grade,cohort,25,0_00000,True,False,-1,1200,50,50,True,1,25,723125,grade/cohort/50/0_00000/723125/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,25,0_00000,False,True,451,450,50,50,True,-1,26,723126,grade/cohort/50/0_00000/723126/,6.06224,289.0,1964,2000,423.525,1,71,10.9198,5,2.68081,0.219377,317.289,55.4187,150.787,1,711,71422.9,4209,4210,2268,9,18233310,12
grade,cohort,25,0_00000,False,True,223,222,50,50,True,-1,27,723127,grade/cohort/50/0_00000/723127/,5.65056,208.0,1953,2000,208.242,1,155,10.8889,4,1.731,0.0318976,55,2.22805,11.5331,1,102,120.617,2549,2550,2084,6,12174432,6
grade,cohort,25,0_00000,False,True,170,169,48,48,True,-1,28,723128,grade/cohort/50/0_00000/723128/,6.50001,276.0,1981,2000,165.061,1,72,10.9432,2,2.62825,0.0798234,24.2824,4.25737,102.87,1,189,5110.58,4147,4148,2369,12,23659502,35
grade,cohort,25,0_00000,False,True,467,466,50,50,True,-1,29,723129,grade/cohort/50/0_00000/723129/,6.13727,262.0,1950,2000,404.282,1,386,10.9053,6,2.04203,0.0447984,11.3007,0.990489,30.2515,1,44,131.436,3182,3183,2194,11,21443218,10
grade,cohort,25,0_00000,False,True,279,278,49,49,True,-1,30,723130,grade/cohort/50/0_00000/723130/,5.53777,193.0,1963,2000,259.252,1,36,10.9173,2,2.81999,0.145912,16.5725,4.62605,118.418,1,463,28834.4,4406,4407,2375,10,19367810,29
grade,cohort,25,0_00000,False,True,265,264,50,50,True,-1,31,723131,grade/cohort/50/0_00000/723131/,4.71742,209.0,1980,2000,244.803,1,229,10.9456,7,2.18122,0.0822943,11.0097,1.06702,25.3597,1,34,28.4813,3622,3623,2469,11,22840791,6
grade,cohort,25,0_00000,False,True,409,408,50,50,True,-1,32,723132,grade/cohort/50/0_00000/723132/,5.51181,222.0,1980,2000,395.906,1,180,10.9446,7,2.70596,0.219248,16.2876,2.2852,194.717,1,435,32901.1,4508,4509,2390,14,28982412,13
grade,cohort,25,0_00000,False,True,930,929,50,50,True,-1,33,723133,grade/cohort/50/0_00000/723133/,5.90611,248.0,1957,2000,863.475,1,574,10.9184,6,2.36815,0.289428,14.5514,2.29079,99.0955,1,593,11211.8,4042,4043,2277,13,26587040,11
grade,cohort,25,0_00000,False,True,128,127,50,50,True,-1,34,723134,grade/cohort/50/0_00000/723134/,5.16174,213.0,1948,2000,119.175,1,57,10.8998,2,1.88696,0.0510817,19,1.49277,17.3582,1,123,841.1,2684,2685,2217,6,12735378,2
grade,cohort,25,0_00000,False,True,387,386,50,50,True,-1,35,723135,grade/cohort/50/0_00000/723135/,3.92745,129.0,1951,2000,353.444,1,345,10.9168,5,2.26382,0.300103,9.09091,0.908438,16.7651,1,20,3.69644,3579,3580,2456,9,18408060,3
grade,cohort,25,0_00000,False,True,374,373,49,49,True,-1,36,723136,grade/cohort/50/0_00000/723136/,7.09754,334.0,1945,2000,350.896,1,276,10.8922,6,2.12494,0.0591917,21.4235,2.31217,47.2551,1,144,998.028,3157,3158,2169,10,19988120,26
grade,cohort,25,0_00000,False,True,277,276,50,50,True,-1,37,723137,grade/cohort/50/0_00000/723137/,6.1538,265.0,1955,2000,261.394,1,30,10.909,3,2.25476,0.131373,111.375,25.3316,26.433,1,473,6832.17,3350,3351,2052,6,11768242,7
grade,cohort,25,0_00000,False,True,251,250,50,50,True,-1,38,723138,grade/cohort/50/0_00000/723138/,4.8962,218.0,1977,2000,241.878,1,175,10.9436,5,2.51296,0.516076,29.0222,1.58578,64.4258,1,136,986.578,4208,4209,2510,14,28737190,10
grade,cohort,25,0_00000,False,True,1094,1093,50,50,True,-1,39,723139,grade/cohort/50/0_00000/723139/,6.29553,287.0,1985,2000,1034.71,1,801,10.9516,5,3.81632,1.26356,22.1329,2.65614,366.408,1,477,19864.6,7395,7396,2645,19,38539278,19
grade,cohort,25,0_00000,False,True,468,467,50,50,True,-1,40,723140,grade/cohort/50/0_00000/723140/,4.7011,203.0,1903,2000,393.844,1,246,10.8505,4,2.84595,0.362296,135.07,10.6953,222.786,1,313,10711.4,4272,4273,2316,17,31938840,23
grade,cohort,25,0_00000,False,True,874,873,50,50,True,-1,41,723141,grade/cohort/50/0_00000/723141/,5.35419,262.0,1981,2000,842.222,1,830,10.9476,6,1.89458,0.211947,9.05223,0.729881,14.6805,1,25,17.3456,3720,3721,2423,10,20068948,5
grade,cohort,25,0_00000,False,True,637,636,50,50,True,-1,42,723142,grade/cohort/50/0_00000/723142/,6.13474,289.0,1945,2000,580.305,1,136,10.8951,3,2.45989,0.26056,50.6964,14.8378,28.9538,1,890,11392,3630,3631,2110,6,12462366,11
grade,cohort,25,0_00000,False,True,446,445,50,50,True,-1,43,723143,grade/cohort/50/0_00000/723143/,6.40485,280.0,1969,2000,431.284,1,244,10.9272,6,2.63228,0.124817,28.2777,5.91448,116.687,1,380,17560.6,4349,4350,2301,11,22861312,56
grade,cohort,25,0_00000,False,True,619,618,50,50,True,-1,44,723144,grade/cohort/50/0_00000/723144/,4.84777,174.0,1978,2000,576.864,1,291,10.9414,2,2.65576,0.198067,19.5989,2.49683,152.377,1,564,38934,4580,4581,2426,10,20147844,11
grade,cohort,25,0_00000,True,False,-1,1200,50,50,True,0,45,723145,grade/cohort/50/0_00000/723145/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,25,0_00000,False,True,451,450,50,50,True,-1,46,723146,grade/cohort/50/0_00000/723146/,5.6369,252.0,1975,2000,432.541,1,58,10.9402,7,2.71621,0.25385,16.7315,4.50773,192.866,1,761,66912.6,4461,4462,2364,12,23896346,16
grade,cohort,25,0_00000,False,True,510,509,49,49,True,-1,47,723147,grade/cohort/50/0_00000/723147/,6.82736,303.0,1972,2000,484.889,1,115,10.9312,2,2.82901,0.256429,17.1021,3.45854,209.393,1,737,71544.5,4578,4579,2314,15,29296180,27
grade,cohort,25,0_00000,False,True,477,476,50,50,True,-1,48,723148,grade/cohort/50/0_00000/723148/,6.25828,309.0,1983,2000,451.085,1,339,10.9482,3,2.33976,0.195564,40.3834,3.39254,140.222,1,235,9396.33,3836,3837,2374,14,29226822,28
grade,cohort,25,0_00000,False,True,658,657,50,50,True,-1,49,723149,grade/cohort/50/0_00000/723149/,6.4568,319.0,1984,2000,641.153,1,124,10.9506,5,2.35459,0.306497,11.617,2.53233,112.284,1,1017,73646.8,3780,3781,2174,11,21691637,8
grade,cohort,10,0_00000,False,True,1096,1095,20,20,True,-1,0,724100,grade/cohort/20/0_00000/724100/,6.84338,327.0,1969,2000,980.452,1,578,10.9327,4,2.95688,0.433328,11.5773,2.80178,511.123,1,823,128628,5057,5058,2268,12,25010028,27
grade,cohort,10,0_00000,True,False,-1,3000,20,20,False,-1,1,724101,grade/cohort/20/0_00000/724101/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
grade,cohort,10,0_00000,False,True,477,476,20,20,True,-1,2,724102,grade/cohort/20/0_00000/724102/,4.84138,176.0,1897,2000,438.016,1,252,10.8278,7,3.37643,0.22868,20.4583,4.09864,237.013,1,380,20945.9,5268,5269,2355,17,31807398,37
grade,cohort,10,0_00000,False,True,587,586,20,20,True,-1,3,724103,grade/cohort/20/0_00000/724103/,6.15298,269.0,1975,2000,528.391,1,241,10.9416,6,1.92129,0.223878,8.81541,1.17287,67.5135,1,577,29029.1,3161,3162,2205,9,18655334,7
grade,cohort,10,0_00000,False,True,980,979,20,20,True,-1,4,724104,grade/cohort/20/0_00000/724104/,5.90135,251.0,1979,2000,931.479,1,684,10.9452,5,2.45182,0.242375,17.6696,1.08801,183.641,1,495,39178.4,4582,4583,2369,13,26455370,10
grade,cohort,10,0_00000,False,True,1628,1627,20,20,True,-1,5,724105,grade/cohort/20/0_00000/724105/,5.38775,218.0,1982,2000,1546.81,1,1531,10.9486,5,1.99324,0.170537,10.4667,0.830312,27.0001,1,34,45.9971,4515,4516,2380,12,24119920,6
grade,cohort,10,0_00000,False,True,770,769,20,20,True,-1,6,724106,grade/cohort/20/0_00000/724106/,4.38315,175.0,1964,2000,728.837,1,334,10.9296,4,2.27861,0.3467,17.7308,4.13888,87.2672,1,768,27739.5,3904,3905,2173,8,17122918,14
grade,cohort,10,0_00000,False,True,547,546,20,20,True,-1,7,724107,grade/cohort/20/0_00000/724107/,4.55084,198.0,1983,2000,496.413,1,451,10.9496,4,1.83559,0.214704,8.14025,0.749092,12.872,1,94,225.832,3274,3275,2414,8,17179124,3
